ORDER,FAMILY,GENUS,SPECIES,NAME SOURCE,SYNONIM - GENUS,SYNONIM - SPECIES,SYNONIM SOURCE,Brazil,IUCN 2024-1,LOCOMOTION,AMAZ,MATL,CERR,CAAT,PANT,PAMP,MARI
Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Dinomyidae,Dinomys,Dinomys branickii,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Callistomys,Callistomys pictus,Abreu et al. 2023,Isothrix,Isothrix picta,IUCN,native,EN,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Carterodon,Carterodon sulcidens,Abreu et al. 2023,NA,NA,NA,native,DD,Fs,no,no,yes,no,no,no,no
Rodentia,Echimyidae,Clyomys,Clyomys laticeps,Abreu et al. 2023,Clyomys,Clyomys bishopi,IUCN,native,LC,SF,no,yes,yes,no,yes,no,no
Rodentia,Echimyidae,Dactylomys,Dactylomys boliviensis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Dactylomys,Dactylomys dactylinus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,yes,no,no,no,no
Rodentia,Echimyidae,Echimys,Echimys chrysurus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Echimys,Echimys vieirai,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Euryzygomatomys,Euryzygomatomys spinosus,Abreu et al. 2023,Coendou,Coendou spinosus,SBMZ,native,LC,SF,no,yes,yes,yes,yes,yes,yes
Rodentia,Echimyidae,Euryzygomatomys,Euryzygomatomys spinosus,Abreu et al. 2023,Euryzygomatomys,Euryzygomatomys guiara,IUCN,native,LC,SF,no,yes,yes,yes,yes,yes,yes
Rodentia,Echimyidae,Isothrix,Isothrix bistriata,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,yes,no,no,no,no
Rodentia,Echimyidae,Isothrix,Isothrix negrensis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Isothrix,Isothrix pagurus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Isothrix,Isothrix sinnamariensis,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Kannabateomys,Kannabateomys amblyonyx,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,yes,no,no,no,no
Rodentia,Echimyidae,Lonchothrix,Lonchothrix emiliae,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Makalata,Makalata didelphoides,Abreu et al. 2023,Mesomys,Mesomys didelphoides,IUCN,native,LC,Ar,yes,no,yes,yes,no,no,no
Rodentia,Echimyidae,Makalata,Makalata macrura,Abreu et al. 2023,Echimys,Echimys macrurus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Makalata,Makalata obscura,Abreu et al. 2023,Mesomys,Mesomys obscurus,IUCN,native,DD,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Mesomys,Mesomys hispidus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Mesomys,Mesomys occultus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Mesomys,Mesomys stimulax,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Myocastor,Myocastor coypus,Abreu et al. 2023,NA,NA,NA,native,LC,SA,no,yes,no,yes,yes,yes,yes
Rodentia,Echimyidae,Phyllomys,Phyllomys blainvilii,Abreu et al. 2023,Phyllomys,Phyllomys blainvillii,NCBI,native,LC,Ar,no,yes,yes,yes,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys brasiliensis,Abreu et al. 2023,Echimys,Echimys brasiliensis,IUCN,native,EN,Ar,no,yes,yes,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys centralis,Abreu et al. 2023,NA,NA,NA,native,?,Ar,no,no,yes,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys dasythrix,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys kerri,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys lamarum,Abreu et al. 2023,Echimys,Echimys lamarum,IUCN,native,DD,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys lundi,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys mantiqueirensis,Abreu et al. 2023,NA,NA,NA,native,CR,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys medius,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys nigrispinus,Abreu et al. 2023,Echimys,Echimys nigrispinus,IUCN,native,LC,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys pattoni,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys sulinus,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys thomasi,Abreu et al. 2023,Echimys,Echimys thomasi,IUCN,native,EN,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Phyllomys,Phyllomys unicolor,Abreu et al. 2023,Echimys,Echimys unicolor,IUCN,native,CR,Ar,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys brevicauda,Abreu et al. 2023,Proechimys,Proechimys bolivianus,IUCN,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys cuvieri,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys echinothrix,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys gardneri,Abreu et al. 2023,NA,NA,NA,native,DD,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys goeldii,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,yes,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys guyannensis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys kulinae,Abreu et al. 2023,NA,NA,NA,native,DD,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys longicaudatus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,yes,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys pattoni,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys quadruplicatus,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys roberti,Abreu et al. 2023,Proechimys,Proechimys oris,IUCN,native,LC,Te,yes,no,yes,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys simonsi,Abreu et al. 2023,Proechimys,Proechimys hendeei,IUCN,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys steerei,Abreu et al. 2023,NA,NA,NA,native,LC,Te,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Thrichomys,Thrichomys apereoides,Abreu et al. 2023,Nelomys,Nelomys aperoides,IUCN,native,LC,Te,no,yes,yes,no,no,no,no
Rodentia,Echimyidae,Thrichomys,Thrichomys fosteri,Abreu et al. 2023,Thrichomys,Thrichomys pachyurus,SBMZ,native,LC,Te,no,no,yes,no,yes,no,no
Rodentia,Echimyidae,Thrichomys,Thrichomys inermis,Abreu et al. 2023,NA,NA,NA,native,LC,Te,no,no,yes,yes,no,no,no
Rodentia,Echimyidae,Thrichomys,Thrichomys laurentius,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,yes,no,yes,no,no,no
Rodentia,Echimyidae,Thrichomys,Thrichomys pachyurus,Abreu et al. 2023,Thrichomys,Thrichomys fosteri,SBMZ,native,LC,Te,no,no,yes,no,yes,no,no
Rodentia,Echimyidae,Toromys,Toromys grandis,Abreu et al. 2023,Echimys,Echimys grandis,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Trinomys albispinus,Abreu et al. 2023,Proechimys,Proechimys albispinus,IUCN,native,LC,Te,no,yes,yes,yes,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys albispinus,Abreu et al. 2023,Trinomys,Trinomys minor,Wilson & Reeder,native,LC,Te,no,yes,yes,yes,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys dimidiatus,Abreu et al. 2023,Proechimys,Proechimys dimidiatus,IUCN,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys eliasi,Abreu et al. 2023,NA,NA,NA,native,NT,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys gratiosus,Abreu et al. 2023,Trinomys,Trinomys bonafidei,Wilson & Reeder,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys gratiosus,Abreu et al. 2023,Trinomys,Trinomys panema,Wilson & Reeder,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys iheringi,Abreu et al. 2023,Proechimys,Proechimys iheringi,IUCN,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys mirapitanga,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys moojeni,Abreu et al. 2023,NA,NA,NA,native,EN,Te,no,yes,yes,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys paratus,Abreu et al. 2023,NA,NA,NA,native,DD,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Proechimys,Trinomys setosus,Abreu et al. 2023,Proechimys,Proechimys setosus,IUCN,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys setosus,Abreu et al. 2023,Trinomys,Trinomys elegans,Wilson & Reeder,native,LC,Te,no,yes,no,no,no,no,no
Rodentia,Echimyidae,Trinomys,Trinomys yonenagae,Abreu et al. 2023,NA,NA,NA,native,EN,Te,no,no,no,yes,no,no,no
Rodentia,Erethizontidae,Chaetomys,Chaetomys subspinosus,Abreu et al. 2023,NA,NA,NA,native,VU,Ar,no,yes,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou baturitensis,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,yes,no,yes,yes,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou bicolor,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou ichillus,Abreu et al. 2023,NA,NA,NA,native,DD,Ar,yes,no,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou insidiosus,Abreu et al. 2023,Sphiggurus,Sphiggurus pallidus,IUCN,native,LC,Ar,no,yes,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou longicaudatus,Abreu et al. 2023,NA,NA,NA,native,?,Ar,yes,no,yes,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou melanurus,Abreu et al. 2023,Sphiggurus,Sphiggurus melanurus,IUCN,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou nycthemera,Abreu et al. 2023,Coendou,Coendou koopmani,IUCN,native,DD,Ar,yes,no,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou prehensilis,Abreu et al. 2023,Coendou,Coendou sanctamartae,IUCN,native,LC,Ar,yes,yes,yes,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou roosmalenorum,Abreu et al. 2023,Sphiggurus,Sphiggurus roosmalenorum,IUCN,native,DD,Ar,yes,no,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou speratus,Abreu et al. 2023,NA,NA,NA,native,EN,Ar,no,yes,no,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou spinosus,Abreu et al. 2023,Euryzygomatomys,Euryzygomatomys spinosus,SBMZ,native,LC,Ar,no,yes,yes,no,no,no,no
Rodentia,Erethizontidae,Coendou,Coendou spinosus,Abreu et al. 2023,Sphiggurus,Sphiggurus villosus,IUCN,native,LC,Ar,no,yes,yes,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,Abreu et al. 2023,Guerlinguetus,Guerlinguetus alphonsei,Wilson & Reeder,native,?,Sc,yes,yes,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,Abreu et al. 2023,Guerlinguetus,Guerlinguetus gilvigularis,Wilson & Reeder,native,?,Sc,yes,yes,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,Abreu et al. 2023,Guerlinguetus,Guerlinguetus henseli,Wilson & Reeder,native,?,Sc,yes,yes,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,Abreu et al. 2023,Guerlinguetus,Guerlinguetus ingrami,Wilson & Reeder,native,?,Sc,yes,yes,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,Abreu et al. 2023,Guerlinguetus,Guerlinguetus poaiae,Wilson & Reeder,native,?,Sc,yes,yes,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus brasiliensis,Abreu et al. 2023,NA,NA,NA,native,?,Sc,no,yes,no,no,no,no,no
Rodentia,Sciuridae,Hadrosciurus,Hadrosciurus ignitus,Abreu et al. 2023,Guerlinguetus,Guerlinguetus ignitus,Wilson & Reeder,native,LC,Sc,yes,no,no,no,no,no,no
Rodentia,Sciuridae,Hadrosciurus,Hadrosciurus igniventris,Abreu et al. 2023,Urosciurus,Urosciurus igniventris,Wilson & Reeder,native,LC,Sc,yes,no,no,no,no,no,no
Rodentia,Sciuridae,Hadrosciurus,Hadrosciurus pyrrhinus,Abreu et al. 2023,NA,NA,NA,native,DD,Sc,yes,no,no,no,no,no,no
Rodentia,Sciuridae,Hadrosciurus,Hadrosciurus spadiceus,Abreu et al. 2023,Urosciurus,Urosciurus spadiceus,Wilson & Reeder,native,LC,Sc,yes,no,yes,no,yes,no,no
Rodentia,Sciuridae,Microsciurus,Microsciurus flaviventer,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Rodentia,Sciuridae,Sciurillus,Sciurillus pusillus,Abreu et al. 2023,NA,NA,NA,native,LC,Ar,yes,no,no,no,no,no,no
Sirenia,Trichechidae,Trichechus,Trichechus inunguis,Abreu et al. 2023,NA,NA,NA,native,VU,Aq,yes,no,no,no,no,no,no
Sirenia,Trichechidae,Trichechus,Trichechus manatus,Abreu et al. 2023,NA,NA,NA,native,VU,Aq,no,yes,no,no,no,no,no
Artiodactyla,Cervidae,Mazama,Mazama bororo,Wilson & Reeder 2005,NA,NA,NA,native,VU,,no,yes,no,no,no,no,no
Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Wilson & Reeder 2005,Hsunycteris,Hsunycteris thomasi,NCBI,native,LC,,yes,no,yes,no,no,no,no
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris brosseti,Wilson & Reeder 2005,NA,NA,NA,native,DD,,no,yes,no,no,no,no,no
Chiroptera,Phyllostomidae,Mimon,Mimon crenulatum,Wilson & Reeder 2005,Gardnerycteris,Gardnerycteris crenulatum,NCBI,native,LC,,yes,yes,yes,no,no,no,no
Chiroptera,Vespertilionidae,Lasiurus,Lasiurus cinereus,Wilson & Reeder 2005,Aeorestes,Aeorestes cinereus,NCBI,native,LC,Vo,yes,yes,yes,no,no,no,no
Cingulata,Chlamyphoridae,Cabassous,Cabassous chacoensis,Wilson & Reeder 2005,NA,NA,NA,native,NT,,no,no,no,no,no,no,no
Cingulata,Dasypodidae,Dasypus,Dasypus hybridus,Wilson & Reeder 2005,NA,NA,NA,native,NT,,no,yes,no,yes,yes,yes,yes
Didelphimorphia,Didelphidae,Marmosops,Marmosops neblina,Wilson & Reeder 2005,NA,NA,NA,native,LC,,yes,no,no,no,no,no,no
Didelphimorphia,Didelphidae,Monodelphis,Monodelphis rubida,Wilson & Reeder 2005,Monodelphis,Monodelphis umbristriata,Wilson & Reeder,native,?,,no,yes,no,no,no,no,no
Didelphimorphia,Didelphidae,Monodelphis,Monodelphis umbristriata,Wilson & Reeder 2005,Monodelphis,Monodelphis rubida,Wilson & Reeder,native,?,,no,no,yes,no,no,no,no
DIDELPHIMORPHIA,,Micoureus,Micoureus regina,Wilson & Reeder 2005,Marmosa,Marmosa regina,NCBI,native,LC,,yes,no,no,no,no,no,no
Primates,Atelidae,Lagothrix,Lagothrix cana,Wilson & Reeder 2005,NA,NA,NA,native,?,,yes,no,no,no,no,no,no
Primates,Atelidae,Lagothrix,Lagothrix poeppigii,Wilson & Reeder 2005,NA,NA,NA,native,?,,yes,no,no,no,no,no,no
Primates,Cebidae,Callithrix,Callithrix manicorensis,Wilson & Reeder 2005,Mico,Mico manicorensis,IUCN,native,VU,,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus dubius,Wilson & Reeder 2005,Plecturocebus,Plecturocebus dubius,NCBI,native,LC,,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus purinus,Wilson & Reeder 2005,Cheracebus,Cheracebus purinus,NCBI,native,LC,,yes,no,no,no,no,no,no
Primates,Pitheciidae,Callicebus,Callicebus stephennashi,Wilson & Reeder 2005,NA,NA,NA,native,?,,yes,no,no,no,no,no,no
Primates,Pitheciidae,Chiropotes,Chiropotes israelita,Wilson & Reeder 2005,NA,NA,NA,native,?,,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Bolomys,Bolomys urichi,Wilson & Reeder 2005,Necromys,Necromys urichi,Wilson & Reeder,native,LC,,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius igniventris,Wilson & Reeder 2005,NA,NA,NA,native,DD,,no,yes,no,no,no,no,no
Rodentia,Cricetidae,Necromys,Necromys urichi,Wilson & Reeder 2005,Bolomys,Bolomys urichi,Wilson & Reeder,native,LC,,yes,no,no,no,no,no,no
Rodentia,Cricetidae,Rhipidomys,Rhipidomys wetzeli,Wilson & Reeder 2005,NA,NA,NA,native,LC,,yes,no,no,no,no,no,no
Rodentia,Ctenomyidae,Ctenomys,Ctenomys brasiliensis,Wilson & Reeder 2005,NA,NA,NA,native,DD,,no,no,yes,no,no,no,no
Rodentia,Echimyidae,Proechimys,Proechimys hoplomyoides,Wilson & Reeder 2005,NA,NA,NA,native,DD,,yes,no,no,no,no,no,no
RODENTIA,Muroidea,Noronhomys,Noronhomys vespuccii,Wilson & Reeder 2005,NA,NA,NA,native,EX,,no,no,no,no,no,no,no
RODENTIA,Muroidea,Podoxymys,Podoxymys roraimae,Wilson & Reeder 2005,NA,NA,NA,native,VU,,yes,no,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus alphonsei,Wilson & Reeder 2005,Guerlinguetus,Guerlinguetus aestuans,Wilson & Reeder,native,?,,no,yes,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus gilvigularis,Wilson & Reeder 2005,Guerlinguetus,Guerlinguetus aestuans,Wilson & Reeder,native,?,,yes,no,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus henseli,Wilson & Reeder 2005,Guerlinguetus,Guerlinguetus aestuans,Wilson & Reeder,native,?,,no,yes,no,yes,yes,yes,yes
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus ingrami,Wilson & Reeder 2005,Guerlinguetus,Guerlinguetus aestuans,Wilson & Reeder,native,?,,no,yes,no,no,no,no,no
Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus poaiae,Wilson & Reeder 2005,Guerlinguetus,Guerlinguetus aestuans,Wilson & Reeder,native,?,,no,no,yes,no,no,no,no
Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Da Rosa et al. 2017,NA,NA,NA,exotic,?,,yes,yes,yes,no,no,no,no
Artiodactyla,Bovidae,Capra,Capra hircus,Da Rosa et al. 2017,NA,NA,NA,exotic,?,,no,yes,no,no,no,no,no
Artiodactyla,Cervidae,Axis,Axis axis,Da Rosa et al. 2017,NA,NA,NA,exotic,LC,,no,yes,no,no,no,no,no
Artiodactyla,Cervidae,Cervus,Cervus unicolor,Da Rosa et al. 2017,Rusa,Rusa unicolor,da Rosa,exotic,VU,,no,yes,no,no,no,no,no
Artiodactyla,Cervidae,Rusa,Rusa timorensis,Da Rosa et al. 2017,NA,NA,NA,exotic,VU,,yes,yes,yes,no,no,no,no
Artiodactyla,Cervidae,Rusa,Rusa unicolor,Da Rosa et al. 2017,Cervus,Cervus unicolor,da Rosa,exotic,VU,,yes,yes,yes,no,no,no,no
Artiodactyla,Suidae,Sus,Sus scrofa,Da Rosa et al. 2017,NA,NA,NA,exotic,LC,,yes,yes,yes,no,no,no,no
Carnivora,Canidae,Canis,Canis familiaris,Da Rosa et al. 2017,Canis,Canis lupus,da Rosa,exotic,LC,,yes,yes,yes,no,no,no,no
Carnivora,Canidae,Canis,Canis lupus,Da Rosa et al. 2017,Canis,Canis familiaris,da Rosa,exotic,LC,,yes,yes,yes,no,no,no,no
Carnivora,Felidae,Felis,Felis catus,Da Rosa et al. 2017,NA,NA,NA,exotic,?,,yes,yes,yes,no,no,no,no
Lagomorpha,Leporidae,Lepus,Lepus europaeus,Da Rosa et al. 2017,NA,NA,NA,exotic,LC,,no,yes,yes,no,no,no,no
Lagomorpha,Leporidae,Lepus,Lepus granatensis,Da Rosa et al. 2017,NA,NA,NA,exotic,LC,,yes,yes,yes,no,no,no,no
Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,Da Rosa et al. 2017,NA,NA,NA,exotic,EN,,yes,yes,yes,no,no,no,no
Perissodactyla,Equidae,Equus,Equus caballus,Da Rosa et al. 2017,NA,NA,NA,exotic,?,,yes,yes,yes,no,no,no,no
Rodentia,Caviidae,Cavia,Cavia porcellus,Da Rosa et al. 2017,NA,NA,NA,exotic,?,,yes,yes,yes,no,no,no,no
Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,Da Rosa et al. 2017,NA,NA,NA,exotic,EN,,yes,yes,yes,no,no,no,no
Rodentia,Muridae,Mus,Mus musculus,Da Rosa et al. 2017,NA,NA,NA,exotic,LC,,yes,yes,yes,no,no,no,no
Rodentia,Muridae,Rattus,Rattus norvegicus,Da Rosa et al. 2017,NA,NA,NA,exotic,LC,,yes,yes,yes,no,no,no,no
Rodentia,Muridae,Rattus,Rattus rattus,Da Rosa et al. 2017,NA,NA,NA,exotic,LC,,yes,yes,yes,no,no,no,no
Artiodactyla,Bovidae,Bos,Bos taurus,NA,NA,NA,NA,exotic,?,,yes,yes,yes,no,no,no,no
Primates,Hominidae,Homo,Homo sapiens,NA,NA,NA,NA,exotic,?,,yes,yes,yes,no,no,no,no
